ID,name_des_begunstigten,bezeichnung_des_vorhabens,jahr_der_bewilligung, gewahrte_betrage ,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage
778,"Umwelt- und Landschaftssanierung
Altmark GmbH",Tierheim Stendal,2008," 27,000.00 "
780,"Umwelt- und Landschaftssanierung
Altmark GmbH","Verbesserung der touristischen Infrastruktur VWG
Beetzendorf",2008," 27,000.00 "
858,"WORKS gemeinnütziges
Bildungswerk GmbH","LEO - Lernen, Entwicklung, Orientieren",2008," 27,000.00 "
907,"Ökologische Sanierungs- und
Entwicklungsgesellschaft mbH","""Zusätzliche Betreuung der Kindertreffs und Jugendclubs VG
Egelner Mulde""",2008," 26,964.00 "
373,"GISE Gesellschaft für Innovation,
Sanierung und Entsorgung mbH","Verschönerungsarbeiten in Uferbereichen von ausgewählten
Angelgewässern",2008," 26,287.00 "
905,"Ökologische Sanierungs- und
Entwicklungsgesellschaft mbH","""Betreuung Frauenkommunikationszentren Stadt
Falkenstein/Harz OT - Ermsleben, Meisdorf, Reinstedt,
Endorf, Pansfelde""",2008," 26,100.00 "
372,"GISE Gesellschaft für Innovation,
Sanierung und Entsorgung mbH","Unterstützende Tätigkeiten zur Ergänzung und
Teilerneuerung der Beschildung und Infrastrukturelemente an
touristisch erschlossenen Radwegen",2008," 25,947.00 "
30,"ABS ""Drömling"" GmbH","Schaffung zusätzlicher Angebote in der Kinder- und
Jugendarbeit in den Städten Haldensleben und Oebisfelde",2008," 25,920.02 "
368,"GISE Gesellschaft für Innovation,
Sanierung und Entsorgung mbH",Aufarbeitung wassergebundener Wege - mobile Gruppe,2008," 25,609.00 "
802,"Verein für Integration, Beschäftigung
und Soziales e.V.","Unterstützung zur Intensivierung des Betreuungsservice für
Senioren, Begleitservice,Organisation und Veranstaltungen in
Seniorenheimen",2008," 25,244.32 "
16," Gesellschaft für territoriale Sanierung
und Innovation mbH Hohenerxleben","Entwicklung der touristischen Infrastruktur durch Erhalt und
Ausbau von Rad- und Wanderwegen in der Gemarkung der
Gemeinde Neundorf und dem Ortsteil Löderburg der Stadt
Staßfurt",2008," 25,200.00 "
840,Wir e.V. Landfrauen helfen sich selbst,Soziale Dienste für Bedürftige in Holzdorf und Jessen,2008," 25,196.00 "
805,"Verein für Integration, Beschäftigung
und Soziales e.V.","Verbesserung der weiteren touristischen Infrastruktur der
Stadt Allstedt sowie Hilfe bei der Unterstützung bei der
Präsentation im Schlossmuseum Allstedt",2008," 25,032.17 "
631,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH",Straßenverkehrslotsen für Grundschüler der Stadt Burg,2008," 24,853.41 "
871,"Zeitzer innovative
Arbeitsfördergesellschaft mbH","Zusätzliche Angebote in der Kinder- und Jugendarbeit in
außerunterrichtlichen Bereichen der Schulen/Horte der Stadt
Zeitz, des Burgenlandkreises und den Gemeinden",2008," 24,840.00 "
374,"GSG - Gesellschaft für Sanierung und
Strukturentwicklung Mansfelder Land
mbH","Entwicklung der touristischen Infrastruktur in Kommunen der
VG Würde-Salza, VG Saalkreis Nord und VG Westlicher
Saalkreis",2008," 24,660.00 "
256,"Europäisches Bildungswerk für Beruf
und Gesellschaft gGmbH","Gartenträume in der historischen Schlossgärtnerei
Ballenstedt",2008," 24,624.00 "
258,"Europäisches Bildungswerk für Beruf
und Gesellschaft gGmbH","Museumspädagogische Angebote für die Museen der
Weltkulturerbestadt Quedlinburg",2008," 24,624.00 "
745,"Strukturförderungsgesellschaft
Wittenberg mbH",Verschönerung der Bahnhöfe der Lutherstadt Wittenberg,2008," 24,120.13 "
710,"Strukturförderungsgesellschaft
Wittenberg mbH","""Netzwerk ""Phönix""""",2008," 23,580.38 "
299,Förderkreis Konradsburg e.V.,"Erweiterung des geschichtlichen Erlebnisbereiches
Nordscheune/bronzezeitliches Museumsdorf",2008," 23,400.00 "
598,"Naturschutzbund Deutschland
Regionalverband Burg e.V.","Unterstützende pflegerische Tätigkeit und unterstützende
umweltbildende Tätigkeiten",2008," 23,400.00 "
740,"Strukturförderungsgesellschaft
Wittenberg mbH",Unterstützung des Tierschutzes im Landkreis Wittenberg,2008," 23,220.42 "
116,"Bernburger Bildungs- und
Strukturfördergesellschaft mbH","Aufarbeitung kulturhistorischer Quellen zur umfassenden
Erschließung der Kulturgeschichte der Region",2008," 23,148.00 "
120,"Bernburger Bildungs- und
Strukturfördergesellschaft mbH","Ökologische Fundgrube - Öffentlichkeitswirksames
Beratungs- und Aufklärungssystem auf dem Gebiet der
ökologischen Bildung",2008," 23,148.00 "
448,Jeetze-Landschaftssanierung GmbH,"Erweiterung des Freizeitangebotes am Stadtrand von
Salzwedel",2008," 23,040.00 "
455,Jeetze-Landschaftssanierung GmbH,Tourismusfördernde Arbeiten im Duftgarten,2008," 23,040.00 "
476,"Kommunale Ökologische
Sanierungsgesellschaft mbH",Kirche Klostermansfeld,2008," 22,979.15 "
90,"AWZ - Bildungs- und
Betreuungsservice gGmbH","""Angebot eines mobilen und stationären Hobby- und
Freizeitzentrums""",2008," 22,928.35 "
792,"Verein für Integration, Beschäftigung
und Soziales e.V.","Erhaltung und Pflege der Bahnstationen Harzbahn
""Wipperliese"" zur Verbesserung der Attraktivität der
touristischen Infrastruktur in der Region",2008," 22,883.24 "
49,"AMS Arneburger Maschinen- und
Stahlbau GmbH","Fremdausbildung zur Verbesserung der Ausbildungsqualität
und Erwerb von Zusatzqualifikationen",2008," 22,800.00 "
74,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","""Grüne Integration"" Sanierung und Renaturierung von
Projekten im Umfeld der Stadt Merseburg",2008," 22,513.64 "
689,Stadt Halle,"Frühe Berufsorientierung / FÖS mit Ausgleichsklassen ""Christian G. Salzmann""",2008," 22,500.00 "
338,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH",Hilfe für Menschen in Not in der Naumburger Tafel e.V.,2008," 21,744.44 "
342,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Unterstützende Tätigkeiten im Mehrgenerationenhaus der
Gemeinde Karsdorf zur Realisierung begonnener und
zusätzlicher Projekte",2008," 21,744.00 "
4," Christliches Jugenddorfwerk
Deutschlands e.V.","""Zeitzer Tafel im CJD e.V.""",2008," 21,600.00 "
520,KöSa GmbH Weißenfels,"Übernahme von zusätzlichen Aufgaben bei der Betreuung
von Kindern in den Kindereinrichtungen der Stadt
Hohenmölsen",2008," 21,600.00 "
776,"Umwelt- und Landschaftssanierung
Altmark GmbH",Schulen Altmarkkreis Salzwedel,2008," 21,600.00 "
781,"Umwelt- und Landschaftssanierung
Altmark GmbH",Verbesserung touristische Infrastruktur Bereich Stendal,2008," 21,600.00 "
782,"Umwelt- und Landschaftssanierung
Altmark GmbH",Verbesserung touristische Infrastruktur Stadt Arendsee,2008," 21,600.00 "
59,"Arbeiterwohlfahrt Kreisverband
Köthen e.V.","""Seniorenbetreuung""",2008," 21,524.00 "
157,"BQP - Bitterfelder Qualifizierungs-und
Projektierungsgesellschaft  mbH","Betreuung Kinder und Jugendliche der Gemeinden Roitzsch,
Brehna, Petersroda, Friedersdorf und Gröbern",2008," 21,504.59 "
365,"GFA Gesellschaft zur Förderung der
Arbeitsaufnahme mbH &#38; Co. KG","Zusätzliche Angebote zur Verschönerung der Bahnhöfe in
Bitterfeld-Wolfen",2008," 21,442.14 "
727,"Strukturförderungsgesellschaft
Wittenberg mbH",Kirchen der Lutherstadt Wittenberg,2008," 21,095.15 "
19," Gesellschaft für territoriale Sanierung
und Innovation mbH Hohenerxleben","Zusätzliche Angebote in der Kinder- und Jugendarbeit -
Unterstützung der Arbeit an Schulen",2008," 21,000.00 "
164,"BQP - Bitterfelder Qualifizierungs-und
Projektierungsgesellschaft  mbH","Erschließung des Radwanderwegenetzes in der
Einheitsgemeinde Stadt Zörbig unter Berücksichtigung der
Anbindung überregionaler Radwege",2008," 20,670.01 "
210,"Dampfzug-Betriebs-Gemeinschaft
e.V.","""Zug der Erinnerung""",2008," 20,613.28 "
306,Förderverein Eike von Repgow e.V.,Weiterentwicklung Kunstprojekt Sachsenspiegel,2008," 20,550.00 "
257,"Europäisches Bildungswerk für Beruf
und Gesellschaft gGmbH",Mertik - Die Wirtschaftsgeschichte einer Region,2008," 20,520.00 "
796,"Verein für Integration, Beschäftigung
und Soziales e.V.","Multiplikatoren und Koordinatoren für Maßnahmen gegen
Gewalt, Rechtsextremismus und Antisemitismus an Schulen
und anderen öffentlichen Einrichtungen (Altkreis Halberstadt)",2008," 20,291.44 "
694,Stadt Halle,"Frühe Berufsorientierung / Makarenkoschule - FÖS für
Lernbehinderte",2008," 20,250.00 "
693,Stadt Halle,"Frühe Berufsorientierung / FÖS mit Ausgleichsklassen ""J.
Korczak""",2008," 19,687.50 "
885,"Öko-Tour Sanierungsgesellschaft
mbH",Gartenträume im Schlosspark Reinharz,2008," 19,679.25 "
901,"Öko-Tour Sanierungsgesellschaft
mbH",Verbesserung der touristischen Infrastruktur Bereich Prettin,2008," 19,675.10 "
899,"Öko-Tour Sanierungsgesellschaft
mbH",Unterstützung des Breitensports in der VG Annaburg - Prettin,2008," 19,672.10 "
118,"Bernburger Bildungs- und
Strukturfördergesellschaft mbH","Hilfe und Unterstützung der Bernburger Tafel sowie in der
Begegnungsstätte für sozial schwache Bürger in der Stadt
Bernburg",2008," 19,290.00 "
444,Jeetze-Landschaftssanierung GmbH,Arbeiten am Altmarkrundkurs,2008," 19,200.00 "
454,Jeetze-Landschaftssanierung GmbH,Naturschützende Maßnahmen im Altmarkkreis Salzwedel,2008," 19,200.00 "
235,Euro-Schulen Sachsen-Anhalt GmbH,GAJL - Gegen Abwanderung junger Landeskinder,2008," 18,905.00 "
80,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Zusätzliche Betreuung von behinderten Jugendlichen im
Bildungszentrum für Land- und Hauswirtschaft Bad
Dürrenberg e.V.",2008," 18,841.60 "
734,"Strukturförderungsgesellschaft
Wittenberg mbH","Umwelt-, Garten- und Erlebnisprojekte in der Lutherstadt
Wittenberg",2008," 18,576.56 "
557,Landkreis Wittenberg,"Frühe Berufsorientierung / FÖS für Lernbehinderte
""Pestalozzi"" Wittenberg",2008," 18,518.62 "
65,Arbeits- und Bildungsinitiative e.V.,Soziales Nähprojekt,2008," 18,256.00 "
746,"Strukturförderungsgesellschaft
Wittenberg mbH",Wittenberger Tafel e.V.,2008," 18,144.65 "
195,CBW Chemie GmbH Bitterfeld-Wolfen,Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 18,000.00 "
308,"G.M.W. Präzisions GmbH &#38; Co.
KG",Fremdausbildung für die Schaffung von Ausbildungsplätzen,2008," 18,000.00 "
70,"Arbeitsförderungs- und
Qualifizierungsgesellschaft
Halberstadt mbH",Vernetzung der touristischen Wander- und Radwege,2008," 17,685.47 "
726,"Strukturförderungsgesellschaft
Wittenberg mbH",Himmelswege und offene Kirchen in Coswig und Umgebung,2008," 17,424.61 "
2," Christliches Jugenddorfwerk
Deutschlands e.V.","""Unterstützung der offenen Kinder- und
Jugendarbeit/Internetcafe im Mehrgenerationenhaus""",2008," 17,280.00 "
33,"ABS ""Drömling"" GmbH","Unterstützung bei der Aufarbeitung und nachhaltigen
Sicherung des kulturellen Erbes in der Langobardenwerkstatt
Zethlingen sowie in dem Landwirtschaftlichen- und
Grenzmuseum Böckwitz",2008," 17,280.00 "
324,"Gesellschaft für Arbeitsförderung und
Sanierung des Landkreises Stendal
mbH",Brandschutzerziehung an Schulen und Kindereinrichtungen,2008," 17,280.00 "
509,KöSa GmbH Weißenfels,"Organisation und Durchführung der Zooschule im
Heimatnaturgarten der Stadt Weißenfels",2008," 17,280.00 "
517,KöSa GmbH Weißenfels,"Unterstützung der museumspädagogischen Tätigkeiten im
Museum Schloss Neu-Augustusburg der Stadt Weißenfels",2008," 17,280.00 "
833,"Weißenfelser Musikverein ""Heinrich
Schütz"" e.V.","Unterstützung der Musikwerkstatt für zusätzliche Angebote in
der Kinder- und Jugendarbeit, Öffentlichkeitsarbeit und
Betreuung der Weißenfelser Schütz- und Barockmusikpflege",2008," 17,280.00 "
357,"GFA Gesellschaft für Arbeitsförderung
Thale mbH","Unterstützung bei der Aufarbeitung und nachhaltigen
Sicherung des kulturellen Erbes des Heimatmuseums Ditfurt",2008," 17,205.00 "
803,"Verein für Integration, Beschäftigung
und Soziales e.V.",Verbesserung der Attraktivität des Tierparks Walbeck,2008," 17,162.59 "
290,"Franke, Baehr &#38; Ritter GmbH","Fremdausbildung für die Schaffung eines Ausbildungsplatzes
und für den Erwerb von Zusatzqualifikationen",2008," 17,100.00 "
364,"GFA Gesellschaft zur Förderung der
Arbeitsaufnahme mbH &#38; Co. KG","Unterstützende Tätigkeiten im sensiblen
sozialpädagogischen Bereich",2008," 17,086.27 "
632,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Tourismusförderung für das Jerichower Land, Bereich Burg",2008," 16,995.72 "
807,"Verein Vorruhestand der
Chemieregion e.V.","Erinnerung und lokale Geschichtsarbeit - Merseburger
Geschichtswerkstatt für Toleranz und Identifikation mit der
Region",2008," 16,938.00 "
498,KSB Anhalt-Bitterfeld e.V.,"Entwicklung eines Konzeptes zur theoretischen und
praktischen Beweisführung für Kinder (Vorschul- und
Grundschulkinder) und Eltern über die Vorteile des
Sporttreibens im Kindesalter",2008," 16,824.00 "
504,Kulturbund Wittenberg e.V.,Betreuung von Selbsthilfegruppen im Kulturbund Wittenberg,2008," 16,740.00 "
836,Wir e.V. Landfrauen helfen sich selbst,"""Jessener Tafel""",2008," 16,734.80 "
801,"Verein für Integration, Beschäftigung
und Soziales e.V.",Unterstützung des Tierheims in der Lutherstadt Eisleben,2008," 16,622.59 "
910,"Ökologische Sanierungs- und
Entwicklungsgesellschaft mbH","Betreuung Frauentreffs in den Gemeinden der VG Egelner
Mulde",2008," 16,416.00 "
423,"Initiativkreis Arbeitsbeschaffung und
Bildung Staßfurt e.V.","Aktiv zur Rente - Unterstützende Arbeiten für den Verein
""Traditionsbetrieb der Eisenbahnfreunde Staßfurt"" e.V.",2008," 16,328.56 "
894,mbH,Menschen,2008," 16,313.80 "
891,Öko-Tour Sanierungsgesellschaft,Unterstützende Sozialbetreuung hilfebedürftiger älterer,2008," 16,313.80 "
337,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Errichtung/Schaffung/Aufbau einer archäologischen
Naturbildungsstätte",2008," 16,308.09 "
341,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Schaffung und Schutz von Biotopen im Burgenlandkreis zur
Etablierung und Förderung von Tierpopulationen",2008," 15,876.00 "
160,"BQP - Bitterfelder Qualifizierungs-und
Projektierungsgesellschaft  mbH",Bitterfeld - zusätzliche Arbeiten in Notunterkünften,2008," 15,661.08 "
584,MFT Maschinenfabrik Thale GmbH,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 15,500.00 "
209,"Dampfzug-Betriebs-Gemeinschaft
e.V.","""Wiederherstellung des letzten erhaltenen
provinzialsächsischen Kleinbahnpersonenwaggons
Salzwedeler Kleinbahn Nr. 13 aus dem Jahre 1928""",2008," 15,458.96 "
826,"Volkssolidarität Landesverband
Sachsen-Anhalt e.V.","Seniorenbetreuung in den Begegnungsstätten der
Volkssolidarität in Bismark und Stendal",2008," 15,314.15 "
64,Arbeits- und Bildungsinitiative e.V.,Sangerhäuser Tafel,2008," 15,102.00 "
89,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Zusätzliche Unterstützung der Museumsarbeit im Luftfahrt-
und Technikmuseumspark Merseburg",2008," 15,049.20 "
156,"BQP - Bitterfelder Qualifizierungs-und
Projektierungsgesellschaft  mbH",Betreuung Gemeindezentrum Sandersdorf,2008," 14,811.08 "
158,"BQP - Bitterfelder Qualifizierungs-und
Projektierungsgesellschaft  mbH",Betreuung Sporthallen Sandersdorf,2008," 14,811.08 "
879,"Öko-Tour Sanierungsgesellschaft
mbH",Ambulante Sozialbetreuung älterer Menschen in Coswig,2008," 14,743.45 "
483,"Kommunale Ökologische
Sanierungsgesellschaft mbH","Zusätzliche museumspädagogische Angebote der Stadt
Stolberg",2008," 14,620.02 "
731,"Strukturförderungsgesellschaft
Wittenberg mbH","Sicherung und Aufarbeitung alltagsgeschichtlichen
Kulturgutes in der Lutherstadt Wittenberg",2008," 14,147.87 ",
912,"Ökologische Sanierungs- und
Entwicklungsgesellschaft mbH","Unterstützung bei der Vorbereitung, Durchführung und
Nachbereitung der LaGa 2010 im organisatorischen
Bereich/Hausmeisterhilfstätigkeiten",2008," 14,136.00 ",
63,Arbeits- und Bildungsinitiative e.V.,Haus der Wohnhilfe,2008," 14,130.00 ",
713,"Strukturförderungsgesellschaft
Wittenberg mbH","Aufarbeitung und Weiterverbreitung des kulturellen Erbes der
Deutschen aus Russland (Migranten) in der Lutherstadt
Wittenberg und Umgebung",2008," 13,931.62 ",
381,"GSG - Gesellschaft für Sanierung und
Strukturentwicklung Mansfelder Land
mbH","Unterstützung der Kinder- und Jugendarbeit in den
Freiwilligen Feuerwehren der Kommunen der VG Würde-
Salza",2008," 13,851.00 ",
657,"ROTAN Rohrleitungs- und
Anlagenbau GmbH",Fremdausbildung zur Schaffung eines Ausbildungsplatzes,2008," 13,500.00 ",
854,"WMB Werkzeugmaschinenbau Halle
GmbH",Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 13,500.00 ",
874,Zorn,Fremdausbildung Verbesserung Ausbildungsqualität,2008," 13,500.00 ",
714,"Strukturförderungsgesellschaft
Wittenberg mbH","Aufarbeitung und nachhaltige Sicherung des kulturellen
Erbes der Lutherstadt Wittenberg",2008," 13,499.87 ",
872,"Zeitzer innovative
Arbeitsfördergesellschaft mbH","Zusätzliche Unterstützung bei Führungen, bei der
Entwicklung des Lehrpfades und technischen Hilfestellungen
bei der Durchführung der Landesinitiative ""Gartenträume
Zeitz""",2008," 13,341.00 ",
302,"Förderverein ""Gut Mößlitz"" (FGM) e.V.","Museumspfad - im soziokulturellen Zentrum ""Gut Mößlitz""",2008," 13,329.97 ",
636,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Unterstützung des Fremdenverkehrsvereins Genthin e.V. bei
der Umsetzung touristischer Aufgaben",2008," 13,214.72 ",
466,"KmB Technologie Gesellschaft für
rationelle Fertigung mbH",Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008/2008," 13,075.00 ",13075
717,"Strukturförderungsgesellschaft
Wittenberg mbH","Bauernmuseum Zahna - Darstellung regionaler Bräuche und
Traditionen",2008," 13,067.87 ",
733,"Strukturförderungsgesellschaft
Wittenberg mbH","Trachtenverein Landkreis Wittenberg e.V. - Pflege von
Tradition und Brauchtum",2008," 13,067.62 ",
775,"Umwelt- und Landschaftssanierung
Altmark GmbH",Schulen Altkreis Osterburg,2008," 12,959.79 ",
58,"Arbeiterwohlfahrt Kreisverband
Köthen e.V.","""Jugendbüro""",2008," 12,956.00 "
868,"Zeitzer innovative
Arbeitsfördergesellschaft mbH","Touristische Erweiterung des einzigen in Sachsen-Anhalt
eingerichteten Braunkohlewaldes in der Brikettfabrik
Herrmannschacht Zeitz mit den Schwerpunkten:
Braunkohleentstehung, Braunkohle und Zukunft, die
geologische Formation Tertiär, seine Fossilien und",2008," 12,817.00 "
17," Gesellschaft für territoriale Sanierung
und Innovation mbH Hohenerxleben","Unterstützung der Arbeit an der Grund- und der
Sekundarschule Güsten und in der KITA ""Pusteblume""
Ilberstedt",2008," 12,618.00 "
18," Gesellschaft für territoriale Sanierung
und Innovation mbH Hohenerxleben","Unterstützung der Arbeit in den Jugendclubs Groß Börnecke,
Schneidlingen und Cochstedt",2008," 12,600.00 "
492,"Kreiskinder- und Jugendring
Wittenberg e.V.","Zusätzliche Angebote in der Kinder- und Jugendarbeit -
Freizeittreff ""Wiesengrund"" Jessen",2008," 12,600.00 "
839,Wir e.V. Landfrauen helfen sich selbst,Kreative Altertumspflege mit integrierter Spielzeugbörse,2007," 12,599.80 "
179,BVIK gGmbH,"""Mitwirkung bei der Umsetzung vorbildungs- und
bildungskonformer Aktivitäten durch den Zentraleinsatz mit
Mobilitätscharakter am  Standort ""Zunfthof"" Rottleberode""",2008," 12,420.00 "
570,MALSA Maschinentechnik GmbH,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 12,375.00 "
589,"MPS Maschinenbau und
Plastverarbeitung GmbH",Fremdausbildung Verbesserung Ausbildungsqualität,2008," 12,250.00 "
507,KöSa GmbH Weißenfels,"Helfende und unterstützende Tätigkeiten bei Erhaltungs- und
Wartungsarbeiten an den Himmelswegen sowie bei
Veranstaltungen im Bereich des Sonnenobservatoriums",2008," 12,203.20 "
614,PSFU GmbH,"Fremdausbildung Schaffung eines Ausbildungsplatzes und
Zusatzqualifikation",2008," 12,150.00 "
506,Köhler Montagebau GmbH,Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 12,000.00 "
159,"BQP - Bitterfelder Qualifizierungs-und
Projektierungsgesellschaft  mbH","Betreuung älterer Bürger der Gemeinden Roitzsch,
Glebitzsch und Petersroda",2008," 11,804.54 "
538,Landkreis Anhalt-Bitterfeld,"Frühe Berufsorientierung / FÖS für Lernbehinderte ""E.
Kästner"" Bitterfeld",2008," 11,587.50 "
6," Christliches Jugenddorfwerk
Deutschlands e.V.","Fachliche Begleitung und Unterstützung von Vereinen bei
historischen Bauvorhaben unter Einbeziehung des
""Historischen Bauhofs""",2008," 11,520.00 "
9," Christliches Jugenddorfwerk
Deutschlands e.V.","Offene Kirchen als touristische Attraktion an der Straße der
Romanik",2008," 11,520.00 "
10," Christliches Jugenddorfwerk
Deutschlands e.V.",Soziale Dienste für besondere Personengruppen,2008," 11,520.00 "
11," Christliches Jugenddorfwerk
Deutschlands e.V.","Unterstützung der offenen Kinder- und Jugendarbeit in der
Stadt Hohenmölsen",2008," 11,520.00 "
215,"Deutsche Lebens-Rettungs-
Gesellschaft Landesverband Sachsen
-Anhalt e.V.","Freizeitgestaltung für Kinder und Jugendliche, Stärkung des
ehrenamtlichen Engagements",2008," 11,520.00 "
450,Jeetze-Landschaftssanierung GmbH,Grünes Band Arendsee,2008," 11,520.00 "
451,Jeetze-Landschaftssanierung GmbH,Grünes Band Salzwedel,2008," 11,520.00 "
508,KöSa GmbH Weißenfels,"Helfende und unterstützende Tätigkeiten bei der Begleitung
von Frauen und Kindern in Notsituationen im Frauenhaus
Weißenfels",2008," 11,519.80 "
513,KöSa GmbH Weißenfels,"Unterstützung bei der sozialen Betreuung durch die
Erweiterung des Freizeitangebotes in der
Schlossgartenschule Weißenfels - Sonderschule für geistig
Behinderte",2008," 11,519.80 "
91,"AWZ - Bildungs- und
Betreuungsservice gGmbH","""Herstellung und Einrichtung eines FFW-Museums""",2008," 11,479.80 "
94,"AWZ - Bildungs- und
Betreuungsservice gGmbH","""Überregionale Darstellung der Wasserburg Zilly""",2008," 11,479.80 "
93,"AWZ - Bildungs- und
Betreuungsservice gGmbH","""Verkehrsgarten für Kinder im Kindergartenalter""",2008," 11,455.80 "
790,"Verein für Integration, Beschäftigung
und Soziales e.V.","""Unterstützung bei der Verschönerung eines Aboretum in
Annarode""",2008," 11,439.10 "
360,"GFA Gesellschaft für Arbeitsförderung
Thale mbH","Unterstützung der Tätigkeit des Vereins Akzente - Verein für
Kultur, Jugend und Soziales Ballenstedt e.V.",2008," 11,403.73 "
48,AMAS CNC-Zerspanungs GmbH,"Fremdausbildung Verbesserung Ausbildungsqualität  und
Zusatzqualifikation",2008," 11,400.00 "
572,MBQ Qualitätssicherung GmbH,"Fremdausbildung Verbesserung Ausbildungsqualität  und
Zusatzqualifikation",2008," 11,400.00 "
610,PRÄMAB GmbH &#38; Co. KG,"Fremdausbildung zur Verbesserung der Ausbildungsqualität
und Erwerb von Zusatzqualifikationen",2008," 11,400.00 "
552,Landkreis Salzlandkreis,"Frühe Berufsorientierung / FÖS für Lernbehinderte ""J.H.
Pestalozzi"" Staßfurt",2008," 11,319.60 "
359,"GFA Gesellschaft für Arbeitsförderung
Thale mbH","Unterstützung der Stadt Thale bei der Realisierung
zusätzlicher Aufgaben in der Kultur- und Jugendarbeit sowie
im Tourismusbereich",2008," 11,208.71 "
655,RG Elektrotechnologie GmbH,"Fremdausbildung für die Schaffung von Ausbildungsplätzen
und Erwerb von Zusatzqualifikationen",2008," 11,150.00 "
345,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Zusätzliche Arbeiten zur tourismusfördernden Vernetzung
und Vermarktung der Standorte der Himmelswege",2008," 10,871.76 "
332,"Gesellschaft für Arbeitsförderung und
Sanierung des Landkreises Stendal
mbH","Unterstützende Tätigkeiten in ABM - Aktiv zur Rente -
Aufgaben in der Kinder- und Jugendarbeit im Landkreis
Stendal",2008," 10,800.00 "
333,"Gesellschaft für Arbeitsförderung und
Sanierung des Landkreises Stendal
mbH","Unterstützende Tätigkeiten in ABM - Aktiv zur Rente -
Bereich Breitensport",2008," 10,800.00 "
809,"Verein zur Förderung der ländlichen
Region Süd-Sachsen-Anhalt e.V","Geschichtsaufbereitung und Besucherbetreuung auf Kloster
Posa",2008," 10,800.00 "
53,"AQB Gemeinnützige Gesellschaft für
Ausbildung, Qualifizierung und
Beschäftigung mbH",Die Geschichte des Zirkus in Magdeburg,2008," 10,707.00 "
622,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Kultur- und Organisationsarbeiten für den Förderkreis
Biederitzer Kantorei e.V.",2008," 10,639.43 "
344,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Zusätzliche Angebote innerhalb der Kinder- und Jugendarbeit
durch Aufklärungsarbeit im Bereich des Brandschutzes",2008," 10,606.61 "
286,FIMRO GmbH,"Fremdausbildung zur Verbesserung der Ausbildungsqualität
und Erwerb von Zusatzqualifikationen",2008," 10,600.00 "
511,KöSa GmbH Weißenfels,"Unterstützende Tätigkeiten bei der Organisation und
Durchführung der Wirtschaftsakademie für Schüler",2008," 10,439.80 "
36,"AEM-Anhaltische Elektromotorenwerk
Dessau GmbH",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 10,375.00 "
526,"Landeshauptstadt Magdeburg Sport-
/Schulverwaltungsamt",Frühe Berufsorientierung / Erich-Kästner-Schule Magdeburg,2008," 10,350.00 "
679,SKET - Verseilmaschinenbau GmbH,"Fremdausbildung Verbesserung Ausbildungsqualität und
Zusatzqualifikation",2008," 10,200.00 "
60,"Arbeiterwohlfahrt Stadtverband Leuna
e. V.","Errichtung einer Leunaer-Tafel / RL-LOK/ Leuna, Kirchgasse
7, 06237 Leuna",2008," 10,000.00 "
68,"Arbeitsförderungs- und
Qualifizierungsgesellschaft
Halberstadt mbH","""Ausbildungsförderung durch gezielte Praktika""/FP LOK/
Halberstadt, Otto-Spielmann-Str. 2, 38820 Halberstadt",2008," 10,000.00 "
95,"AWZ - Bildungs- und
Betreuungsservice gGmbH","Aufbau einer Werkstatt auf dem Gelände des JFZZ ""Rolle""
zur Reparatur von Fahrrädern sowie Sport- und
Spielgeräten/FP-LOK/Halberstadt,
Kurze Straße 7; 38820 Halberstadt",2008," 10,000.00 "
96,"AWZ - Bildungs- und
Betreuungsservice gGmbH","Aufbau einer technischen Werkstatt für die Betreuung des
Verkehrsgartens im FZZ ehemalige Grundschule ""Paulsplan""/
FP-LOK/Halberstadt; Clara-Zetkin-Straße 41; 38820
Halberstadt",2008," 10,000.00 "
