ID,name_des_begunstigten,bezeichnung_des_vorhabens,jahr_der_bewilligung, gewahrte_betrage ,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage
680,"Sondermaschinenbau Calvörde
GmbH","Fremdausbildung zur Verbesserung der Ausbildungsqualität
und  Zusatzqualifikation",2008," 5,100.00 "
682,"Soziokulturrelles Zentrum Schranke e.
V.","Kurs ""Kreatives und Bildnerisches Gestalten"" für den Kinder
und Jugendbereich/FP-LOK/ Wolmirstedt, Bürgerhaus
Schloßdomäne 2,
39326 Wolmirstedt",2008," 5,100.00 "
708,STRACK GmbH,"Fremdausbildung zur Schaffung eines Ausbildungsplatzes
und  Zusatzqualifikation",2008," 5,100.00 "
61,Arbeits- und Bildungsinitiative e.V.,Ambulante Wohnhilfe - Kleiderkammer,2008," 5,040.00 "
542,Landkreis Harz,Frühe Berufsorientierung / Basisförderschule Wernigerode,2008," 5,001.75 "
202,"CJD Chemnitz im Christlichen
Jugenddorfwerk  Deutschland e.V","Gesundes Kochen/ FP-LOK/ Zeitz, Badstubenvorstadt 5,
06712 Zeitz",2008," 5,000.00 "
232,"Erlebnisgaststätte Dragsdorf -
Susanne Schulze","Erlebnisgaststätte Dragsdorf - Existenzgründung / FP-
LOK/Wittgendorf, Großpörthenerstraße 16a, 06712
Wittgendorf OT Dragsdorf",2008," 5,000.00 "
592,Musiktheater Kolorit,"Mitmachtheater für unterrichtsbegleitenden Musikunterricht
/RL-LOK/ Zeitz, Geußnitzer Straße 10, 06712 Zeitz",2008," 5,000.00 "
659,Saale-Unstrut Reisen,"Angebotspalettenerweiterung durch Radreisen/ FP-LOK/
Weißenfels, Dammstraße 21, 06667 Weißenfels",2008," 5,000.00 "
558,Landkreis Wittenberg,"Frühe Berufsorientierung / Schule an der Lindenallee
Gräfenhainichen",2008," 4,950.00 "
880,"Öko-Tour Sanierungsgesellschaft
mbH",Betreuung des Hexenmuseums in der Burg Klöden,2008," 4,919.03 "
889,"Öko-Tour Sanierungsgesellschaft
mbH","Neugestaltung des Heimatmuseum Seyda und Pflege des
kulturellen Erbes",2008," 4,919.03 "
878,"Öko-Tour Sanierungsgesellschaft
mbH","""Verbesserung der Angebote im Breitensport in der
Gemeinde Elster""",2008," 4,917.03 "
888,"Öko-Tour Sanierungsgesellschaft
mbH",Museumspädagogische Angebote in der Gemeinde Elster,2008," 4,917.03 "
881,"Öko-Tour Sanierungsgesellschaft
mbH","Erhöhung des Angebotes an sportlicher Betätigung im Reit-
und Fahrverein NORAB e.V. Serno",2008," 4,914.57 "
519,KöSa GmbH Weißenfels,"Zusätzliche Unterstützung bei museumspädagogischen
Tätigkeiten im Museum Schloss Lützen",2008," 4,914.00 "
882,"Öko-Tour Sanierungsgesellschaft
mbH",Erweiterung der Ausstellungen im Museum Annaburg,2008," 4,905.03 "
896,"Öko-Tour Sanierungsgesellschaft
mbH","Unterstützung bei der Aufarbeitung des kulturellen Erbes in
der Gemeinde Vockerode",2008," 4,899.57 "
897,"Öko-Tour Sanierungsgesellschaft
mbH","Unterstützung bei der Unterbreitung zusätzlicher
museumspädagogischer Angebote in den Museen und
Gärten Wörlitz und Oranienbaum",2008," 4,899.57 ",
390,Harzklub-Zweigverein Hayn e.V.,"Unterstützung Jugendlicher bei einer sinnvollen
Freizeitgestaltung durch das Kennenlernen traditioneller
Lebensweisen, Berufe oder Tätigkeiten auf dem Lande im
heimatlichen Harz",2008," 4,768.00 ",
699,Stadt Seehausen (Altmark),"Förderung des sanften Tourismus in der Gemarkung
Seehausen (Altmark) und dem Ortsteil Behrend",2008," 4,680.00 ",
197,"Christliches Jugenddorfwerk
Deutschlands e.V.","Beschäftigungsmaßnahme zur Förderung der Kinder- und
Jugendarbeit in der offenen Einrichtung der Gemeinde
Burgwerben mit Schwerpunkt Internetcafe",2008," 4,527.00 ",
154,BNT Chemicals GmbH,Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 4,500.00 ",
205,Compart Umwelttechnik GmbH,Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 4,500.00 ",
223,"DIM - Dessauer Instandhaltung und
Montage GmbH",Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 4,500.00 ",
285,FEBA Anlagenbau GmbH,Fremdausbildung Verbesserung Ausbildungsqualität,2008," 4,500.00 ",
385,"H.P.T. Hochpräzisionstechnik Burg
GmbH &#38; Co. KG",Fremdausbildung für die Schaffung von Ausbildungsplätzen,2008," 4,500.00 ",
406,HS Apparatetechnik GmbH,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 4,500.00 ",
439,"iSKiA GmbH &#38; Co.KG
Medizintechnik",Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 4,500.00 ",
457,JU Metalltechnik GmbH,Fremdausbildung zur Schaffung eines Ausbildungsplatzes,2008/2008," 4,500.00 ",4500
467,Koch Tankschutz,Fremdausbildung Verbesserung Ausbildungsqualität,2008," 4,500.00 ",
580,Metallkonstruktion Supplie GmbH,Fremdausbildung für die Schaffung von Ausbildungsplätzen,2008," 4,500.00 ",
607,"PM-CNC Gußbearbeitung GmbH
Gräfenhainichen",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 4,500.00 ",
669,"SET Schiffbau- und
Entwicklungsgesellschaft
Tangermünde mbH",Fremdausbildung Verbesserung Ausbildungsqualität,2008," 4,500.00 ",
678,Sinus GmbH,Fremdausbildung zur Schaffung eines Ausbildungsplatzes,2008," 4,500.00 ",
749,"SYMACON Elektronik + Automaten
GmbH",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 4,500.00 ",
752,TCS TürContralSysteme GmbH,"Fremdausbildung Verbesserung Ausbildungsqualität und
Zusatzqualifikationen",2008," 4,500.00 ",
758,"TEXCO FARBEN
Produktionsgesellschaft mbH",Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 4,500.00 ",
784,Unterschütz Sondermaschinenbau GmBH,Fremdausbildung Schaffung Ausbildungsplatz,2008," 4,500.00 ",
873,ZOM Oberflächenbearbeitung GmbH,Fremdausbildung zur Schaffung eines Ausbildungsplatzes,2008/2009," 4,500.00 ",4500
543,Landkreis Harz,"Frühe Berufsorientierung / Pestalozzischule - FÖS für
Lernbehinderte Wienrode",2008," 4,485.75 ",
355,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Zusätzliche Unterstützung der museumspädagogischen
Bereiche und Angebote im Kloster Memleben",2008," 4,464.07 ",
735,"Strukturförderungsgesellschaft
Wittenberg mbH","Unterstützung der Deutschen Lebens-Rettungs-Gesellschaft
Ortsgruppe Wittenberg e.V. im Bereich der Kinder- und
Jugendarbeit",2008," 4,427.74 ",
31,"ABS ""Drömling"" GmbH","Unterstützung bei der Aufarbeitung und nachhaltigen
Sicherung des kulturellen Erbes im ""Johann-Friedrich-
Danneil"" Museum Salzwedel",2008," 4,320.00 ",
32,"ABS ""Drömling"" GmbH","Unterstützung bei der Aufarbeitung und nachhaltigen
Sicherung des kulturellen Erbes im Fremdenverkehrsverein
Jeetze-Ohre-Drömling e.V.",2008," 4,320.00 ",
772,"Umwelt- und Landschaftssanierung
Altmark GmbH",Kindereinrichtung Badingen,2008," 4,320.00 ",
684,Stadt Dessau-Roßlau,Frühe Berufsorientierung / FÖS für Lernbehinderte Roßlau,2008," 4,275.00 ",
76,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Unterstützung bei der Unterbreitung zusätzlicher
museumspädagogischer Angebote mit überregionaler
Bedeutung im ""Bauernmuseum"" Querfurt",2008," 4,274.55 ",
741,"Strukturförderungsgesellschaft
Wittenberg mbH","Unterstützung und Hilfe im Auto-Technik-Museum Wittenberg
e.V.",2008," 4,247.99 ",
725,"Strukturförderungsgesellschaft
Wittenberg mbH",Freizeitgestaltung mit Kindern in Schköna,2008," 4,246.73 ",
736,"Strukturförderungsgesellschaft
Wittenberg mbH","Unterstützung der Eigeninitiative des Vereins für soziale
Projekte und Bildung e.V. in der Lutherstadt Wittenberg",2008," 4,211.64 ",
180,BVIK gGmbH,"""Mitwirkung bei der Umsetzung vorbildungskonformer
Aktivitäten in der Kindertagesstätte Breitenstein sowie bei der
Vereinsarbeit durch Direkteinsatz""",2008," 4,206.00 ",
490,"Kreiskinder- und Jugendring
Wittenberg e.V.","Betreuung des Projektes ""Seifenkiste"" in der Sportjugend
Wittenberg",2008," 4,200.00 ",
493,"Kreiskinder- und Jugendring
Wittenberg e.V.","Zusätzliche Angebote in der Kinder- und Jugendarbeit -
Schülerfreizeitzentrum Gräfenhainichen",2008," 4,200.00 ",
183,BVIK gGmbH,"MItwirkung bei der Umsetzung bildungskonformer Aktivitäten
an der Grundschule Rottleberode",2008," 4,188.00 ",
712,"Strukturförderungsgesellschaft
Wittenberg mbH","""Zusätzliche Angebote in der Arbeit mit Kindern und
Jugendlichen im ""Mini Club ganz Groß e.V.""",2008," 4,175.97 ",
716,"Strukturförderungsgesellschaft
Wittenberg mbH",Ausstellungen im Alten Rathaus - Lutherstadt Wittenberg,2008," 4,175.96 ",
701,Stadt Zörbig ||Hauptamt,"Zusätzliche Betreuung der Sporthalle ""Am Schloss"" in der
Ortschaft Zörbig der Stadt Zörbig und Schaffung zusätzlicher
Möglichkeiten zur Sport- und Freizeitbetätigung im Stadtbad
Zörbig",2008," 4,150.62 ",
593,"MW,  Ref.11","Abschluss eines Leasingvertrages für einen Pkw Audi A4
Avant",2008," 4,139.76 ",
743,"Strukturförderungsgesellschaft
Wittenberg mbH","Veranstaltungsbegleiter im Kultur- und Tagungszentrum der
Lutherstadt Wittenberg",2008," 4,139.59 ",
37,AFG Agrofol GmbH,Fremdausbildung Schaffung Ausbildungsplatz,2008/2008," 4,125.00 ",4125
198,"Christliches Jugenddorfwerk
Deutschlands e.V.","Beschäftigungsmaßnahme zur Förderung des Breitensports
beim SV Burgwerben",2008," 4,067.00 ",
392,"Heimat- und Kulturverein Seegrehna
e.V.","""Seegrehna - seine geschichtliche, kulturelle und
ökonomische Entwicklung vom Anfang bis 1945""",2008," 4,032.00 ",
66,"Arbeits- und
Sozialförderungsgesellschaft Dessau
e.V.","Betreuung der Ausstellung über jüdische Geschichte und
Kultur und Bearbeitung der historischen und aktuellen
Dokumente",2008," 4,010.45 ",
213,"Detlef Schmeil &#38; Steffen Lehns
GbR",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 4,000.00 ",
20, Maranata e.V.,"Sozialarbeit mit benachteiligten Kindern und Jugendlichen,
Integration von Randgruppen (Immigranten, sozial schwache
Familien, Ausländer, ...)",2008," 3,976.75 ",
422,"Initiativkreis Arbeitsbeschaffung und
Bildung Staßfurt e.V.","Aktiv zur Rente - Unterstützende Arbeiten für das Stadt- und
Bergbaumuseum Staßfurt-Innenbereich",2008," 3,940.28 ",
272,Fa. Altermann &#38; Müller GmbH,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 3,875.00 ",
600,Nordharzer Elektrotechnik GmbH,Fremdausbildung zur Schaffung eines Ausbildungsplatzes,2008/2009," 3,875.00 ",3875
117,"Bernburger Bildungs- und
Strukturfördergesellschaft mbH",Helfer/in im Bereich der Kulturarbeit,2008," 3,858.00 ",
230,Elektro Hanke GmbH,Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 3,850.00 ",
534,"Landesheimatbund Sachsen-Anhalt
e.V.","Dorfpatenschaften, Denkmalpatenschaften",2008," 3,840.00 ",
533,"Landeshauptstadt Magdeburg Sport-
/Schulverwaltungsamt","Frühe Berufsorientierung an der Comeniusschule Magdeburg
Nord",2008," 3,825.00 ",
203,CNC Dreherei - Fräserei,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 3,750.00 ",
311,"Gebietsverkehrswacht Oranienbaum
e.V.","Vom ""Drahtesel zum PS-Start""",2008," 3,600.00 ",
315,Gemeinde Groß Garz,"Schaffung zusätzlicher Angebote bei der Gestaltung der
Räumlichkeiten und Beschäftigung der Kinder in der
Kindereinrichtung der Gemeinde Groß Garz",2008," 3,600.00 ",
316,Gemeinde Lichterfelde,"Schaffung zusätzlicher Angebote bei der Gestaltung der
Räumlichkeiten und Beschäftigung der Kinder in der
Kindereinrichtung der Gemeinde Lichterfelde",2008," 3,600.00 ",
528,"Landeshauptstadt Magdeburg Sport-
/Schulverwaltungsamt",Frühe Berufsorientierung / Makarenkoschule Magdeburg,2008," 3,600.00 ",
698,Stadt Seehausen (Altmark),"Förderung des Tourismus, sowie Vorbereitung und
Mitwirkung bei Veranstaltungen",2008," 3,600.00 ",
407,Hüttner Maschinenfabrik GmbH,Fremdausbildung Verbesserung Ausbildungsqualität,2008," 3,500.00 ",
649,RAICO Bauservice GmbH,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 3,500.00 ",
546,Landkreis Saalekreis,"Frühe Berufsorientierung / Anne-Frank-Schule  FÖS für
Lernbehinderte Götschetal",2008," 3,375.00 ",
397,HNP Metalltechnik GmbH,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008/2009," 3,350.00 ",3350
153,Blumenhaus Bertram,Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 3,300.00 ",
166,BRE Service GmbH,Fremdausbildung Schaffung Ausbildungsplatz,2008," 3,300.00 ",
405,Horst Seyffarth,Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 3,300.00 ",
651,"REKUM Rekultivierungs GmbH &#38;
Co. KG",Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 3,300.00 ",
762,Tischendorf,Fremdausbildung zur Schaffung eines Ausbildungsplatzes,2008," 3,300.00 ",
225,"Dreh- und Frästechnik Wittenberg
GmbH &#38; Co. KG",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008/2008," 3,275.00 ",3275
554,Landkreis Salzlandkreis,"Frühe Berufsorientierung / FÖS für Lernbehinderte
""Pestalozzi"" Aschersleben",2008," 3,274.65 ",
704,"Stefanie Haase Inh. der DAP
Produktion",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008/2009," 3,240.00 ",3240
307,G + V,Fremdausbildung Verbesserung Ausbildungsqualität,2008," 3,125.00 ",
569,Malowa Bahnwerkstatt GmbH,Fremdausbildung zur Schaffung eines Ausbildungsplatzes,2008," 3,000.00 ",
553,Landkreis Salzlandkreis,"Frühe Berufsorientierung / FÖS für Lernbehinderte ""Otto
Dorn"" Bernburg",2008," 2,994.56 ",
310,"Gastronomie- und
Veranstaltungsservice",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008/2008," 2,840.00 ",2840
391,"Havelberger Fahrzeug- und
Maschinenbau GmbH",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 2,750.00 ",
204,Compacta GmbH HSE,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 2,500.00 ",
668,"SES Solar-, Elektro- und
Sanitärtechnik GmbH",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 2,500.00 ",
770,"UBS Umweltfreundliche Bausysteme
GmbH",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 2,500.00 ",
57,"Arbeiterwohlfahrt Kreisverband
Bitterfeld e.V.","""Koch/Köchin  im Restaurant mit Herz""",2008," 2,450.00 ",
201,citim GmbH,Fremdausbildung zur Verbesserung Ausbildungsqualität,2008/2008," 2,450.00 ",2450
123,"BET Technische Baubetreuungs
Gesellschaft mbH",Fremdausbildung für Schaffung Ausbildungsplatz,2008/2008," 2,375.00 ",2375
347,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Zusätzliche Förderung und Unterstützung im pädagogischen
Bereich für die Kinder im Kindergarten Schlosszwerge
Burgscheidungen",2008," 2,340.00 ",
352,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Zusätzliche Förderung/Unterstützung und Erweiterung
bestehender Bildungs- und Interessenangebote für Kinder
der Grundschule und des Schulhortes in Sieglitz",2008," 2,339.91 ",
167,BRE Service GmbH,Fremdausbildung zur Schaffung eines Ausbildungsplatzes,2008/2008," 2,300.00 ",2300
231,EPESTA Stahlbau GmbH,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 2,300.00 ",
537,Landkreis Anhalt-Bitterfeld,"Frühe Berufsorientierung / FÖS für Lernbehinderte ""Dr. S.
Hahnemann"" Köthen",2008," 2,250.00 ",
539,Landkreis Anhalt-Bitterfeld,"Frühe Berufsorientierung / FÖS für Lernbehinderte ""H.E.
Stötzner"" Güterglück",2008," 2,137.50 ",
555,Landkreis Salzlandkreis,"Frühe Berufsorientierung / FÖS für Lernbehinderte
""Pestalozzi"" Calbe",2008," 2,137.50 ",
505,Kungl,Fremdausbildung Verbesserung Ausbildungsqualität,2008," 2,125.00 ",
869,"Zeitzer innovative
Arbeitsfördergesellschaft mbH","Unterstützung bei der Publizierung einzigartiger Kulturgüter
des 5. bis 20. Jahrhunderts der Zeitzer Stiftsbibliothek als
wesentlicher Bestandteil zur Entwicklung der touristischen
Infrastruktur der Straße der Romanik",2008," 2,104.00 ",
867,"Zeitzer innovative
Arbeitsfördergesellschaft mbH","Museumspädagogische Projektarbeit im Museum Zeitz sowie
Aufarbeitung von Archivmaterial für das Deutsche
Kinderwagenmuseum im Schloss Moritzburg Zeitz",2008," 2,001.60 ",
594,"MW,  Ref.11",Reisekosten der unabhängigen Prüfgruppe ESF,2008," 2,000.00 ",
652,Remitschka,Fremdausbildung zur Verbessereung der Ausbildungsqualität,2008/2009," 2,000.00 ",2000
288,"FKB Fenster-Keller GmbH
Blankenburg &#38; Co. KG",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008/2008," 1,825.00 ",1825
229,"Eisenmanufaktur Fürst Stollberg Hütte
GmbH","Fremdausbildung zur Schaffung eines Ausbildungsplatzes
und  Zusatzqualifikation",2008," 1,800.00 ",
527,"Landeshauptstadt Magdeburg Sport-
/Schulverwaltungsamt","Frühe Berufsorientierung / FÖS ""Gebrüder Grimm""
Magdeburg",2008," 1,800.00 ",
411,"igt Ingenieurbüro Greisiger und Thiel
GmbH",Fremdausbildung zur Schaffung eines Ausbildungsplatzes,2008/2009," 1,500.00 ",1500
544,Landkreis Jerichower Land,"Frühe Berufsorientierung / FÖS für Lernbehinderte ""A. Dürer""
Parchen",2008," 1,500.00 ",
707,"Stiftung Evang. Jugendhilfe St.
Johannis","Frühe Berufsorientierung / Staatlich anerkannte Ersatzschule
mit Ausgleichsklassen",2008," 1,462.50 ",
394,Herotron Technologies GmbH,Fremdausbildung Schaffung Ausbildungsplatz,2008/2008," 1,380.00 ",1380
219,DFE Filterelemente GmbH,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008/2008," 1,250.00 ",1250
289,"Frank Bauer Sanitär- und
Heizungsservice",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 1,250.00 ",
488,Krandienst Dreher &#38; Schulz GbR,Fremdausbildung zur Schaffung eines Ausbildungsplatzes,2008," 1,250.00 ",
609,"project Schul- und
Objekteinrichtungen GmbH",für den Erwerb von Zusatzqualifikationen,2008/2009," 1,200.00 ",1200
748,Stuck,Erwerb von Zusatzqualifikationen,2008/2008," 1,200.00 ",1200
765,TSK Truck Service Köthen GmbH,für den Erwerb von Zusatzqualifikationen,2008/2009," 1,200.00 ",1200
52,"AQB Gemeinnützige Gesellschaft für
Ausbildung, Qualifizierung und
Beschäftigung mbH",Die Elbradwege in und um Magdeburg,2008," 1,185.00 ",
293,Friseursalon Gottschling,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008/2008," 1,100.00 ",1100
294,Friseursalon Gottschling,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008/2008," 1,100.00 ",1100
653,Remitschka,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008/2009," 1,000.00 ",1000
226,DRK Ortsverein Wolfen e.V.,"Unterstützung der Betreibung der Altkleiderkammer für
Bedürftige der Region Wolfen",2008, 720.00 ,
227,DRK Ortsverein Wolfen e.V.,"Unterstützung der offenen Kinder- und Jugendarbeit in der
Kinder- und Jugendbegegnungsstätte des DRK Ortsverein
Wolfen e. V.",2008, 720.00 ,
764,Trägner,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008/2008, 240.00 ,240
819,Verwertungszentrum Magdeburg,Zusatzqualifikation,2008/2009, 200.00 ,200
104,"Bad Lauchstädter Heil- und
Mineralbrunnen GmbH",Erwerb von Zusatzqualifikationen,2008/2009, -   ,0
656,RiRo Staßfurter Speiseservice GmbH,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008/2009, -   ,0
